threads,critical_seconds,python_baseline_seconds,overhead_vs_python_percent,slowdown_vs_native
1,0.17116347999995013,0.05850111999998262,192.5815437379677,99.94013989807982
2,0.17435832000005574,0.05850111999998262,198.04270413986526,101.8055656101688
4,0.1691166400000384,0.05850111999998262,189.0827389289105,98.74501652281178
8,0.17255447999996248,0.05850111999998262,194.959275993372,100.75232678864494
