threads,mean_seconds,speedup,efficiency
1,0.166789960000051,1.0,1.0
2,0.08452902000003633,1.9731680315231304,0.9865840157615652
4,0.043905360000053406,3.798851894161627,0.9497129735404067
8,0.04436185999998088,3.7597602986016114,0.46997003732520143
16,0.029926119999890942,5.573390736943473,0.3483369210589671
